ID,BROKERTITLE,TYPE,PRICE,BEDS,BATH,PROPERTYSQFT,FORMATTED_ADDRESS,LATITUDE,LONGITUDE,COUNTY
1849,Brokered by ETPG - Eastpointe Properties Group,Condo for sale,1395000,1,1,2184.207862,"420 W 23rd St #2b, New York, NY 10011, USA",40.7467155,-74.0024044,New York County
1850,Brokered by EXIT REALTY PREMIUM,Multi-family home for sale,900000,5,3,2487.0,"1850 Billingsley Terrace, Bronx, NY 10453, USA",40.8533225,-73.9171752,Bronx County
1851,Brokered by Corcoran Williamsburg Bedford,Townhouse for sale,1099999,4,2,1874.0,"2013 Ave V, Brooklyn, NY 11229, USA",40.5975478,-73.9504503,Kings County
1852,Brokered by Keller Williams Rlty Landmark,Pending,498888,1,1,750.0,"12-5 Estates Ln #231, Bayside, NY 11360, USA",40.788818,-73.7867657,Queens County
1853,Brokered by Coldwell Banker American Homes,Co-op for sale,199000,1,1,2184.207862,"150-14 Village Rd #93, Queens, NY 11435, USA",40.7166575,-73.8111887,Queens County
1854,Brokered by Elegran Real Estate And Development,Co-op for sale,1495000,4,4,2600.0,"315 E 65th St #11c, New York, NY 10065, USA",40.764197,-73.960624,New York County
1855,Brokered by Brown Harris Stevens - 100 Seventh Avenue,Townhouse for sale,869000,3,2,2184.207862,"1341 E 36th St, Brooklyn, NY 11234, USA",40.6191897,-73.939392,Kings County
1856,Brokered by RE MAX Elite,Co-op for sale,239000,3,1,450.0,"9902 3rd Ave #5p, Brooklyn, NY 11209, USA",40.6141658,-74.0353827,Kings County
1857,"Brokered by BEN BAY REALTY, CO.",Pending,1299000,4,2,2080.0,"79 73rd St, Brooklyn, NY 11209, USA",40.6347105,-74.0342611,Kings County
1858,Brokered by Excellent Realty Llc,Multi-family home for sale,2350000,6,4,2700.0,"166-32 16th Rd, Flushing, NY 11357, USA",40.7832315,-73.7958397,Queens County
1859,Brokered by Century Homes Realty Group LLC,House for sale,1788000,4,4,2716.0,"39-22 221st St, Flushing, NY 11361, USA",40.7661326,-73.7627478,Queens County
1860,Brokered by Highline Residential - Highline Residential,Co-op for sale,325000,4,1,2184.207862,"229 W 144th St Apt 34, New York, NY 10030, USA",40.8214364,-73.9403013,New York County
1861,Brokered by Re/Max In The City,Condo for sale,299900,1,1,525.0,"2600 Henry Hudson Pkwy #1e, Bronx, NY 10463, USA",40.8808246,-73.9173093,Bronx County
1862,Brokered by Douglas Elliman - Roslyn,Co-op for sale,439999,1,2,1215.0,"27110 Grand Central Pkwy #8, Queens Village, NY 11005, USA",40.7564761,-73.7212008,Queens County
1863,"Brokered by Hall Homes Realty, Inc.",House for sale,899000,4,2,1224.0,"279 Suffolk Ave, Staten Island, NY 10314, USA",40.5985336,-74.127001,Richmond County
1864,Brokered by COMPASS,Townhouse for sale,1895000,5,4,2400.0,"303 Van Brunt St #1, Brooklyn, NY 11231, USA",40.6785459,-74.0112783,Kings County
1865,Brokered by Five Towns Miller Realty Inc,Condo for sale,759000,3,2,2184.207862,"156 Beach 9th St #5a, Far Rockaway, NY 11691, USA",40.5958861,-73.7436025,Queens County
1866,Brokered by Corcoran Park Slope,Pending,699000,3,2,1250.0,"280 Clinton B Fiske Ave, Staten Island, NY 10314, USA",40.6165969,-74.1340662,Richmond County
1867,Brokered by Apple Realty Group Corp,Multi-family home for sale,1590000,5,4,2880.0,"33-37 71st St, Flushing, NY 11372, USA",40.7533323,-73.8951855,Queens County
1868,Brokered by Charles H. Greenthal Property,Co-op for sale,234900,1,1,753.0,"26910 Grand Central Pkwy #6m, Queens, NY 11005, USA",40.7577991,-73.7159564,Queens County
1869,Brokered by Douglas Elliman - 1995 Broadway,Co-op for sale,675000,2,1,2184.207862,"3515 78th St Apt 21, Jackson Heights, NY 11372, USA",40.7513999,-73.88839,Queens County
1870,Brokered by Bedford Brownstone Realty LLC,Multi-family home for sale,1500000,3,2,2000.0,"137 Beadel St, Brooklyn, NY 11222, USA",40.7223911,-73.9355458,Kings County
1871,Brokered by ROCKAWAY PROPERTIES,Multi-family home for sale,1075000,5,4,2905.0,"205 Aquatic Pl, Arverne, NY 11692, USA",40.5890901,-73.8022167,Queens County
1872,"Brokered by Pamela Lee, Realtor",Multi-family home for sale,1325000,5,2,2208.0,"1260 Lincoln Pl, Brooklyn, NY 11213, USA",40.6697911,-73.9348558,Kings County
1873,Brokered by RE MAX Edge,Co-op for sale,525000,2,1,1000.0,"6801 Shore Rd #4j, Brooklyn, NY 11220, USA",40.6393755,-74.0352909,Kings County
1874,Brokered by Keller Williams Rlty Landmark,Co-op for sale,385000,2,2,2184.207862,"18-15 215th St #3h, Flushing, NY 11360, USA",40.7839472,-73.774951,Queens County
1875,Brokered by Coldwell Banker Reliable Real Estate,Co-op for sale,199000,1,1,2184.207862,"2147 33rd St Apt 1h, Astoria, NY 11105, USA",40.7771999,-73.9073699,Queens County
1876,Brokered by Keller Williams Rlty Landmark,Co-op for sale,670000,2,2,2184.207862,"17-85 215th St #15b, Flushing, NY 11360, USA",40.7843012,-73.7761962,Queens County
1877,Brokered by BERKSHIRE HATHAWAY,House for sale,975000,3,2,2184.207862,"88-44 202nd St, Hollis, NY 11423, USA",40.7187283,-73.7613065,Queens County
1878,Brokered by Horowitz Real Estate,Co-op for sale,305000,2,1,600.0,"21-15 33rd St #5h, Queens, NY 11105, USA",40.7767119,-73.9077637,Queens County
1879,Brokered by Concrete Jungle NYC Realty,House for sale,299999,3,1,2184.207862,"46 Seafoam St, Staten Island, NY 10306, USA",40.5637297,-74.0993229,Richmond County
1880,"Brokered by Compass Greater New York, LLC",House for sale,1980000,5,2,2652.0,"8506 Colonial Rd, Brooklyn, NY 11209, USA",40.6253464,-74.036404,Kings County
1881,Brokered by Douglas Elliman - Roslyn,Multi-family home for sale,1299000,5,2,2184.207862,"232 27th St, Brooklyn, NY 11232, USA",40.658549,-73.9981704,Kings County
1882,Brokered by Brown Harris Stevens,Co-op for sale,140000,1,1,2184.207862,"828 Gerard Ave #4g, Bronx, NY 10451, USA",40.8260352,-73.9256625,Bronx County
1883,Brokered by EXP Realty,Co-op for sale,279000,1,1,2184.207862,"6738 108th St Apt B22, Forest Hills, NY 11375, USA",40.7282899,-73.8472,Queens County
1884,Brokered by COMPASS,Condo for sale,1995000,2,2,1562.0,"223 W 80th St APT 6, New York, NY 10024, USA",40.7845327,-73.9789122,New York County
1885,Brokered by Winzone Realty Inc,Co-op for sale,329000,2,1,2184.207862,"19658 67th Ave, Fresh Meadows, NY 11365, USA",40.7389649,-73.7774313,Queens County
1886,Brokered by Corcoran Brooklyn Heights,Condo for sale,750000,1,1,943.0,"1 Tiffany Pl #3b, Brooklyn, NY 11231, USA",40.6870254,-74.0004951,Kings County
1887,Brokered by Cypress Estates Realty LLC,Multi-family home for sale,999990,6,4,2184.207862,"215-20 104th Ave, Queens Village, NY 11429, USA",40.7118837,-73.742941,Queens County
1888,NoBroker,Co-op for sale,430000,3,1,2184.207862,"2 Tudor City Pl #4d, New York, NY 10017, USA",40.7482797,-73.9715473,New York County
1889,Brokered by Better Homes and Gardens Real Estate Safari Realty,Contingent,349000,3,2,1180.0,"8 Ada Dr # 47, Staten Island, NY 10314, USA",40.6195692,-74.1550985,Richmond County
1890,Brokered by RE MAX Voyage,House for sale,599000,3,2,1052.0,"3540 Laconia Ave, Bronx, NY 10469, USA",40.8750212,-73.8547365,Bronx County
1891,Brokered by COMPASS,Multi-family home for sale,4295000,9,11,6270.0,"18A Bleecker St, Brooklyn, NY 11221, USA",40.6931027,-73.9229621,Kings County
1892,Brokered by Brp Associates Inc,Co-op for sale,175000,1,1,800.0,"2232 Brigham St #1j, Brooklyn, NY 11229, USA",40.5980473,-73.9354323,Kings County
1893,Brokered by Momentum Real Estate Llc,House for sale,999000,4,4,3570.0,"18 Kelly Blvd, Staten Island, NY 10314, USA",40.5898663,-74.1515902,Richmond County
1894,Brokered by Sotheby's International Realty - East Side Manhattan Brokerage,Townhouse for sale,1335000,3,2,2184.207862,"551 Lexington Ave, Brooklyn, NY 11221, USA",40.689193,-73.9397249,Kings County
1895,Brokered by RE MAX Elite,House for sale,849999,2,2,1365.0,"155 Ebbitts St, Staten Island, NY 10306, USA",40.562056,-74.1052535,Richmond County
1896,Brokered by William Raveis Real Estate - Rye,Co-op for sale,136999,1,1,750.0,"2105 Wallace Ave #2f, Bronx, NY 10462, USA",40.8533818,-73.8651554,Bronx County
1897,Brokered by Neponsit Realty Inc,Condo for sale,699000,2,2,1320.0,"136 Beach 117th St #5j, Rockaway Park, NY 11694, USA",40.5780382,-73.8366684,Queens County
1898,Brokered by Brown Harris Stevens,Co-op for sale,329000,1,1,2184.207862,"187 Pinehurst Ave #4a, New York, NY 10033, USA",40.8544444,-73.9377977,New York County
1899,Brokered by Douglas Elliman - 575 Madison Ave,Co-op for sale,825000,1,1,750.0,"132 E 35th St #10b, New York, NY 10016, USA",40.7468058,-73.9797483,New York County
1900,Brokered by The Agency,Co-op for sale,685000,1,1,2184.207862,"225 Lincoln Pl #3g, Brooklyn, NY 11217, USA",40.6752414,-73.9729777,Kings County
1901,"Brokered by Nest Seekers International, Westside",Condo for sale,4100000,3,4,2200.0,"80 Riverside Blvd #15j, New York, NY 10069, USA",40.77508,-73.990303,New York County
1902,Brokered by COMPASS,Condo for sale,8850000,3,4,5094.0,"145 6th Ave #2b, New York, NY 10013, USA",40.7251196,-74.0049023,New York County
1903,Brokered by Affordable Realty Corp,Co-op for sale,189000,1,1,2184.207862,"87-05 166th St #4h, Jamaica, NY 11432, USA",40.7109831,-73.7970163,Queens County
1904,Brokered by Douglas Elliman - 575 Madison Ave,House for sale,8999999,6,6,5500.0,"152 E 63rd St, New York, NY 10065, USA",40.764386,-73.9658214,New York County
1905,"Brokered by Fillmore Real Estate Fusion Team, INC.",Condo for sale,408000,1,1,787.0,"2121 Shore Pkwy #7f, Brooklyn, NY 11214, USA",40.5856282,-73.9879851,Kings County
1906,Brokered by HIGH CLASS REALTY SB LLC.,Condo for sale,559000,1,1,830.0,"63 Brighton 2nd Pl #4a, Brooklyn, NY 11235, USA",40.5795498,-73.9658695,Kings County
1907,Brokered by Momentum Real Estate Llc,Pending,949000,4,4,2920.0,"6 Mann Ave, Staten Island, NY 10314, USA",40.6134167,-74.1334698,Richmond County
1908,Brokered by RE MAX Edge,Co-op for sale,379000,2,1,1000.0,"1680 Ocean Ave #5l, Brooklyn, NY 11230, USA",40.6211681,-73.9559582,Kings County
1909,Brokered by Corcoran Park Avenue South,Co-op for sale,815000,1,1,630.0,"33 E 22nd St #4f, New York, NY 10010, USA",40.7400376,-73.9876681,New York County
1910,Brokered by Remax Edge - RE/MAX EDGE,Co-op for sale,599000,2,2,1200.0,"321 93rd St Apt 2, Brooklyn, NY 11209, USA",40.6186895,-74.032363,Kings County
1911,"Brokered by Charles Rutenberg Realty, Inc.",Co-op for sale,280000,2,2,975.0,"6 Fordham Hill Oval #12g, Bronx, NY 10468, USA",40.8651305,-73.9068012,Bronx County
1912,Brokered by Inter Realty Llc,Multi-family home for sale,875000,9,6,5712.0,"522 E 51st St #6b, Brooklyn, NY 11203, USA",40.6488068,-73.9293919,Kings County
1913,Brokered by qvtopservice,Co-op for sale,310000,2,1,2184.207862,"68-2 140th St, Flushing, NY 11367, USA",40.7318363,-73.8270224,Queens County
1914,Brokered by ISLA - Island Advantage Realty LLC,Townhouse for sale,1299900,6,4,2504.0,"13 Lake Ave, Staten Island, NY 10303, USA",40.636611,-74.150256,Richmond County
1915,Brokered by Douglas Elliman - 575 Madison Ave,Condo for sale,2225000,2,2,1420.0,"303 E 33rd St #10e, New York, NY 10016, USA",40.744042,-73.9755798,New York County
1916,"Brokered by Nest Seekers International, Long Island",Condo for sale,1530000,2,2,1229.0,"26 Broadway APT 402, Brooklyn, NY 11249, USA",40.7102454,-73.9682413,Kings County
1917,Brokered by Top Nest Inc,House for sale,594900,3,2,1224.0,"939 E 87th St, Brooklyn, NY 11236, USA",40.63818,-73.9071525,Kings County
1918,Brokered by Yaos Realty Llc,Multi-family home for sale,1080000,8,5,2184.207862,"185 Throgs Neck Blvd, Bronx, NY 10465, USA",40.8167119,-73.8127515,Bronx County
1919,Brokered by Maureen Folan R E Group Llc,Pending,1425000,4,3,2184.207862,"159-18 28th Ave, Flushing, NY 11358, USA",40.7719037,-73.8044794,Queens County
1920,Brokered by BERGEN BASIN REALTY,Multi-family home for sale,1399888,7,4,3682.0,"2083 Pearson St, Brooklyn, NY 11234, USA",40.612845,-73.9182251,Kings County
1921,Brokered by Douglas Elliman - 575 Madison Ave,Pending,36000000,8,10,16000.0,"12 E 79th St, New York, NY 10075, USA",40.7764017,-73.9629479,New York County
1922,Brokered by Daniel Gale Sotheby's International Realty,Co-op for sale,575000,2,2,2184.207862,"99-15 66th Ave #5h, Flushing, NY 11374, USA",40.7287304,-73.8540818,Queens County
1923,Brokered by COMPASS,Co-op for sale,850000,1,1,2184.207862,"720 Greenwich St Apt 7m, New York, NY 10014, USA",40.7343573,-74.0073312,New York County
1924,Brokered by Corcoran Park Slope,Townhouse for sale,1288000,3,2,2184.207862,"1114 78th St, Brooklyn, NY 11228, USA",40.6208518,-74.0133836,Kings County
1925,Brokered by Charles H. Greenthal Property,Co-op for sale,309000,1,2,1074.0,"269-10 Grand Central Pkwy #1a, Queens, NY 11005, USA",40.7577974,-73.7159601,Queens County
1926,Brokered by Douglas Elliman  -111 Fifth Ave,Co-op for sale,999000,3,1,2184.207862,"839 West End Ave #2a, New York, NY 10025, USA",40.7983784,-73.9712947,New York County
1927,Brokered by HIGH CLASS REALTY SB LLC.,House for sale,2700000,5,2,2690.0,"79 Dover St, Brooklyn, NY 11235, USA",40.5801404,-73.9494604,Kings County
1928,Brokered by Brown Harris Stevens,Co-op for sale,399000,3,2,2184.207862,"12 E 132nd St #2a, New York, NY 10037, USA",40.8102659,-73.9382868,New York County
1929,Brokered by Keller Williams Realty NYC Grp,House for sale,554900,3,2,1890.0,"717 E 221st St, Bronx, NY 10467, USA",40.8849291,-73.8613097,Bronx County
1930,Brokered by Fillmore Real Estate,Condo for sale,399000,1,1,561.0,"2613 Emmons Ave #326, Brooklyn, NY 11235, USA",40.5839568,-73.9420847,Kings County
1931,Brokered by EXP Realty,Condo for sale,675000,2,2,904.0,"92-29 Queens Blvd, Rego Park, NY 11374, USA",40.7324713,-73.8670804,Queens County
1932,Brokered by Coldwell Banker American Homes,Co-op for sale,225000,1,1,2184.207862,"16030 Cross Island Pkwy #619, Whitestone, NY 11357, USA",40.7864852,-73.8017612,Queens County
1933,Brokered by Realty Connect USA LLC,Multi-family home for sale,999999,3,2,2184.207862,"94-24 53rd Ave, Elmhurst, NY 11373, USA",40.7392278,-73.8677036,Queens County
1934,Brokered by Your Home Sold Guaranteed Realty Advisor LLC,Condo for sale,164999,3,1,400.0,"36 Hamilton Ave #5b, Staten Island, NY 10301, USA",40.6449121,-74.0787385,Richmond County
1935,Brokered by Corcoran Chelsea/Flatiron,Condo for sale,13000000,4,4,3844.0,"385 W 12th St, New York, NY 10014, USA",40.7377131,-74.0087585,New York County
1936,Brokered by Corcoran Bedford Stuyvesant,Co-op for sale,235000,1,1,2184.207862,"118-18 Union Tpke #15e, Kew Gardens, NY 11415, USA",40.7123992,-73.8339305,Queens County
1937,Brokered by Corcoran Park Avenue South,Co-op for sale,715000,3,1,983.0,"229 E 14th St #3e, New York, NY 10003, USA",40.7329326,-73.9858654,New York County
1938,Brokered by LoHo Realty Inc,Co-op for sale,565000,2,1,2184.207862,"550 Grand St #11e, Brooklyn, NY 11211, USA",40.7108846,-73.9496434,Kings County
1939,Brokered by COMPASS,Townhouse for sale,1650000,7,6,2184.207862,"525 W 150th St, New York, NY 10031, USA",40.8290653,-73.9463359,New York County
1940,Brokered by Brown Harris Stevens,Co-op for sale,1200000,2,2,1100.0,"185 Prospect Park Southwest Apt 304, Brooklyn, NY 11218, USA",40.6533033,-73.9730719,Kings County
1941,Brokered by Douglas Elliman - 575 Madison Ave,Multi-family home for sale,3975000,4,4,3181.0,"146 Newel St, Brooklyn, NY 11222, USA",40.7273631,-73.948662,Kings County
1942,Brokered by Mirador Real Estate LLC,Co-op for sale,1049000,2,1,2184.207862,"376 West St #2b, New York, NY 10014, USA",40.7316025,-74.0100989,New York County
1943,"Brokered by Homes R Us Realty of NY, Inc.",House for sale,949900,4,2,1680.0,"489 Maine Ave, Staten Island, NY 10314, USA",40.6217558,-74.1413145,Richmond County
1944,Brokered by Prime Realty,Multi-family home for sale,1199000,6,3,2184.207862,"79-28 68th Ave, Middle Village, NY 11379, USA",40.711017,-73.8723608,Queens County
1945,Brokered by Exit Realty Prime,Pending,765000,4,2,2184.207862,"46-10 Glenwood St, Flushing, NY 11362, USA",40.7714061,-73.732929,Queens County
1946,Brokered by Mirador Real Estate LLC,Co-op for sale,1049000,2,1,2184.207862,"376 West St #2b, New York, NY 10014, USA",40.7316025,-74.0100989,New York County
1947,"Brokered by Homes R Us Realty of NY, Inc.",House for sale,949900,4,2,1680.0,"489 Maine Ave, Staten Island, NY 10314, USA",40.6217558,-74.1413145,Richmond County
1948,Brokered by Prime Realty,Multi-family home for sale,1199000,6,3,2184.207862,"79-28 68th Ave, Middle Village, NY 11379, USA",40.711017,-73.8723608,Queens County
1949,Brokered by Macaluso Realty,Townhouse for sale,849000,3,2,1296.0,"66-27 Gray St, Flushing, NY 11379, USA",40.7149915,-73.8775275,Queens County
1950,Brokered by Douglas Elliman - Bayside,Multi-family home for sale,999000,4,3,2184.207862,"60-65 55th St, Flushing, NY 11378, USA",40.7148444,-73.9102315,Queens County
1951,Brokered by Prospes Real Estate Corp,Multi-family home for sale,1280000,9,6,2184.207862,"99-11 43rd Ave, Flushing, NY 11368, USA",40.7468366,-73.8644973,Queens County
1952,Brokered by Douglas Elliman - 575 Madison Ave,Pending,1999000,3,4,2840.0,"158 Jaffray St, Brooklyn, NY 11235, USA",40.5789619,-73.9430773,Kings County
1953,Brokered by Keller Williams NYC - New York Living Solutions,Co-op for sale,560000,1,1,700.0,"200 E 36th St #17g, New York, NY 10016, USA",40.7467649,-73.976998,New York County
1954,Brokered by Douglas Elliman - 575 Madison Ave,House for sale,26995000,8,10,8360.0,"995 5th Ave Fl 16, New York, NY 10028, USA",40.7780041,-73.9625466,New York County
1955,Brokered by DiTommaso Real Estate,Multi-family home for sale,1450000,5,4,3252.0,"169 Crown Ave, Staten Island, NY 10312, USA",40.5504262,-74.186404,Richmond County
1956,Brokered by BROOKLYN`S 4 U REALTY,Multi-family home for sale,1599000,5,3,2424.0,"2230 National Dr, Brooklyn, NY 11234, USA",40.6062747,-73.9157858,Kings County
1957,Brokered by Realty Executives Metro Garden,Co-op for sale,255000,1,1,650.0,"6636 Yellowstone Blvd Apt 26b, Forest Hills, NY 11375, USA",40.7291499,-73.84944,Queens County
1958,Brokered by COMPASS,Co-op for sale,995000,2,2,2184.207862,"425 W 24th St #1a, New York, NY 10011, USA",40.747844,-74.00189,New York County
1959,Brokered by COMPASS,Co-op for sale,995000,2,2,2184.207862,"425 W 24th St #1a, New York, NY 10011, USA",40.747844,-74.00189,New York County
1960,Brokered by Redfin Real Estate,Co-op for sale,569000,2,2,2184.207862,"61-15 97th St #14f, Rego Park, NY 11374, USA",40.7337965,-73.8620837,Queens County
1961,Brokered by Brown Harris Stevens - 1926 Broadway,Co-op for sale,7195000,3,4,2184.207862,"812 5th Ave #10a, New York, NY 10065, USA",40.7662872,-73.9711965,New York County
1962,Brokered by Daniel Gale Sotheby's International Realty,Co-op for sale,398000,3,1,2184.207862,"21-77 33rd St #4f, Astoria, NY 11105, USA",40.7753841,-73.90928,Queens County
1963,Brokered by Brownstone Real Estate LLC - Carroll Gardens,Townhouse for sale,3200000,4,4,3200.0,"556 Henry St, Brooklyn, NY 11231, USA",40.6820276,-74.000601,Kings County
1964,Brokered by NEUHAUS REALTY INC.,House for sale,799999,3,4,2337.0,"619 Johnston Terrace, Staten Island, NY 10309, USA",40.513375,-74.202668,Richmond County
1965,Brokered by RE/MAX Team,Pending,758888,4,2,2184.207862,"40-26 Benham St, Elmhurst, NY 11373, USA",40.7479833,-73.8746835,Queens County
1966,Brokered by KELLER WILLIAMS REALTY LANDMARK II,House for sale,619999,3,2,2184.207862,"572 Junius St, Brooklyn, NY 11212, USA",40.6603335,-73.9008479,Kings County
